发文时间,发布者id,发布者名字,内容信息,被提及人,频道
2022-08-01T09:59:57.858000+00:00,160521135363063809,Jord,🤣,,general-chat
2022-08-01T09:59:42.409000+00:00,640552808864546828,LukeD,Then there is more than I want to make an account for lol,,general-chat
2022-08-01T09:59:08.050000+00:00,160521135363063809,Jord,Theres more than you know on there,,general-chat
2022-08-01T09:58:46.144000+00:00,640552808864546828,LukeD,Why make an account?,,general-chat
2022-08-01T09:58:36.906000+00:00,160521135363063809,Jord,Ones got the pron account right 😉,,general-chat
2022-08-01T09:58:04.705000+00:00,640552808864546828,LukeD,"I don't need help, they all have a legitimate purpose lol",,general-chat
2022-08-01T09:57:58.813000+00:00,160521135363063809,Jord,"Jesus , are you tryna cover tracks or something",,general-chat
2022-08-01T09:57:43.963000+00:00,640552808864546828,LukeD,I need help,,general-chat
2022-08-01T09:57:34.146000+00:00,640552808864546828,LukeD,"Pfft. GOML. I have 5 gmail accounts, 6 outlook accounts and more ""other"" domain emails than I want to count",Jord,general-chat
2022-08-01T09:56:37.333000+00:00,548188840800550914,TheCrusader,How would it actually I'm confused?,Jord,general-chat
2022-08-01T09:56:27.061000+00:00,160521135363063809,Jord,I have 3 gmail accounts and 1 hotmail,,general-chat
2022-08-01T09:56:04.451000+00:00,160521135363063809,Jord,Pretty much lol,,general-chat
2022-08-01T09:55:56.717000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-08-01T09:55:46.712000+00:00,652604052873412609,PorterEva,**please verify your email with the link we send you**yeah let me just find it with the new 200 emails that just came in the second it was send brb,,general-chat
2022-08-01T09:55:27.070000+00:00,548188840800550914,TheCrusader,Oh shit,,general-chat
2022-08-01T09:55:15.237000+00:00,160521135363063809,Jord,Ye delete the app or you break nda,TheCrusader,general-chat
2022-08-01T09:54:57.399000+00:00,548188840800550914,TheCrusader,Servers are 100% offline,,general-chat
2022-08-01T09:54:54.320000+00:00,160521135363063809,Jord,My apple account is linked to my gmail,,general-chat
2022-08-01T09:54:47.624000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-08-01T09:54:47.511000+00:00,211415665397989377,LordGoomba,The one for my hotmail it so much more lol,,general-chat
2022-08-01T09:54:36.616000+00:00,640552808864546828,LukeD,Delete your gmail app. Just. Delete it. There's no point in you having it,Jord,general-chat
2022-08-01T09:54:35.153000+00:00,160521135363063809,Jord,It was over 15k at one point,,general-chat
2022-08-01T09:54:29.399000+00:00,325524092809773056,CuzitoLGD,Get 2238 more,Jord,general-chat
2022-08-01T09:54:25.699000+00:00,652604052873412609,PorterEva,WHAT IS THIS,,general-chat
2022-08-01T09:54:19.909000+00:00,652604052873412609,PorterEva,AAAAAAAAA,,general-chat
2022-08-01T09:54:07.728000+00:00,325524092809773056,CuzitoLGD,Your retinas transcend to higher being,,general-chat
2022-08-01T09:54:00.839000+00:00,160521135363063809,Jord,Like this ?,,general-chat
2022-08-01T09:53:45.834000+00:00,640552808864546828,LukeD,I value my retinas,,general-chat
2022-08-01T09:53:45.255000+00:00,325524092809773056,CuzitoLGD,Light mode beter,Jord,general-chat
2022-08-01T09:53:44.154000+00:00,160521135363063809,Jord,Emails you say,LukeD,general-chat
2022-08-01T09:53:36.077000+00:00,640552808864546828,LukeD,Lmaono,CuzitoLGD,general-chat
2022-08-01T09:53:22.440000+00:00,325524092809773056,CuzitoLGD,Switch to Light Mode,LukeD,general-chat
2022-08-01T09:53:22.132000+00:00,342050621043638284,lucianwhite,Ah wicked news! I'll button my lips lol,,feedback-and-bugs
2022-08-01T09:53:00.981000+00:00,398956609532985345,FlukeOmen,"I only have a few servers that I don't mute pings, this server, a PS4 server and one other. All the rest are banished to mute 🤭",,general-chat
2022-08-01T09:52:44.089000+00:00,620231365199265793,battlebot579,"It is not currently on the newer devices, so it is running on 2 year old phones and doing a passable job with crashes and overheating being expected from an alpha",lucianwhite,feedback-and-bugs
2022-08-01T09:52:43.590000+00:00,548188840800550914,TheCrusader,Who here got their weppon commendations done?,,general-chat
2022-08-01T09:52:18.293000+00:00,398956609532985345,FlukeOmen,Banish them pings from the beginning,,general-chat
2022-08-01T09:52:04.159000+00:00,398956609532985345,FlukeOmen,"Or even just set it to ""Mute""",,general-chat
2022-08-01T09:52:03.228000+00:00,640552808864546828,LukeD,My mrs sends all of her emails to junk folder and it's counter is in the thousands and I despise her for it,,general-chat
2022-08-01T09:51:59.007000+00:00,398956609532985345,FlukeOmen,Yeah I usually mark as read if it's a server I don't get for about pings lol,,general-chat
2022-08-01T09:51:43.551000+00:00,640552808864546828,LukeD,People who don't mark things as read bother me,,general-chat
2022-08-01T09:51:26.320000+00:00,398956609532985345,FlukeOmen,Same thing   it was in his screenshot that I replied to lmao,battlebot579,general-chat
2022-08-01T09:50:49.914000+00:00,160521135363063809,Jord,2.5k 😉,,general-chat
2022-08-01T09:50:49.505000+00:00,620231365199265793,battlebot579,you said message the first time not pings,FlukeOmen,general-chat
2022-08-01T09:50:39.687000+00:00,342050621043638284,lucianwhite,It'll be really hard to get a game like this to play on older devices. Like playing a ps5 game on ps4,,feedback-and-bugs
2022-08-01T09:50:39.443000+00:00,398956609532985345,FlukeOmen,No joke 🤣,Jord,general-chat
2022-08-01T09:50:30.898000+00:00,398956609532985345,FlukeOmen,Rocking 2k pings,,general-chat
2022-08-01T09:50:23.829000+00:00,398956609532985345,FlukeOmen,I don't see anything? I meant the unread ping counter in the top left 🤭,battlebot579,general-chat
2022-08-01T09:50:23.349000+00:00,620231365199265793,battlebot579,They will add more devices as soon as they can confirm they work,Sgt_Rock,feedback-and-bugs
2022-08-01T09:50:22.541000+00:00,160521135363063809,Jord,I ignore alot of people 😅,FlukeOmen,general-chat
2022-08-01T09:49:44.458000+00:00,141636019366789120,Sgt_Rock,Feedback: add the OnePlus 5 to the compatible devices list.,,feedback-and-bugs
2022-08-01T09:49:29.296000+00:00,342050621043638284,lucianwhite,"Also, might be an idea to email the questionnaire to everyone who played it. For me, the second it came available I filled it out but now I've spent more time on it I'll be in a better position to give better feedback",,feedback-and-bugs
2022-08-01T09:49:25.583000+00:00,620231365199265793,battlebot579,You seen mine?,FlukeOmen,general-chat
2022-08-01T09:48:49.104000+00:00,652604052873412609,PorterEva,AMOLED gang rise up,,general-chat
2022-08-01T09:48:46.364000+00:00,398956609532985345,FlukeOmen,Your message count terrifies me,Jord,general-chat
2022-08-01T09:48:43.905000+00:00,640552808864546828,LukeD,I'm almost always on a desktop somewhere and if I'm not then I'm busy anyway lol,,general-chat
2022-08-01T09:48:43.248000+00:00,620231365199265793,battlebot579,Spooky,,general-chat
2022-08-01T09:48:38.427000+00:00,620231365199265793,battlebot579,,,general-chat
2022-08-01T09:48:31.364000+00:00,398956609532985345,FlukeOmen,Np!,,general-chat
2022-08-01T09:48:29.104000+00:00,640552808864546828,LukeD,I don't often open the mobile app unless I get tagged tbh so it's no big issue for me,,general-chat
2022-08-01T09:48:14.917000+00:00,160521135363063809,Jord,Thanks for that fluke,,general-chat
2022-08-01T09:48:08.693000+00:00,160521135363063809,Jord,I like the AMOLED version 😍,,general-chat
2022-08-01T09:48:05.428000+00:00,398956609532985345,FlukeOmen,Better for battery life too  ,,general-chat
2022-08-01T09:47:51.877000+00:00,398956609532985345,FlukeOmen,"That's fair, took me some time to get used to it, but I can't go back now. The grey looks tacky to me now",LukeD,general-chat
2022-08-01T09:47:29.462000+00:00,398956609532985345,FlukeOmen,"I think PC discord goes by system theme?  🤔 So if you run black it runs blackThough I've never looked to see if there's an amoled setting specifically, that would seem weird for them not to haveUnless it's the same as mobile and you've gotta tap ""dark mode"" 10 times",PorterEva,general-chat
2022-08-01T09:47:20.388000+00:00,640552808864546828,LukeD,I actually reverted to normal,,general-chat
2022-08-01T09:47:10.288000+00:00,640552808864546828,LukeD,Weirdly the amoled dark mode bothered me,,general-chat
2022-08-01T09:46:48.232000+00:00,244586301230284800,Luixxx8,"Hopefully the testers will be kept for future releases. Sad I couldn't get my S22 to work, but maybe, I can help further along",,feedback-and-bugs
2022-08-01T09:46:42.150000+00:00,160521135363063809,Jord,Yup,,general-chat
2022-08-01T09:46:35.261000+00:00,342050621043638284,lucianwhite,  understandably it could pose an issue but hopefully we'll all get an email to opt into the next phase! I'll be keeping my eyes open,battlebot579,feedback-and-bugs
2022-08-01T09:46:08.013000+00:00,398956609532985345,FlukeOmen,G a s p,,general-chat
2022-08-01T09:46:01.240000+00:00,652604052873412609,PorterEva,forgotten the mobile app altogheter,,general-chat
2022-08-01T09:45:47.561000+00:00,398956609532985345,FlukeOmen,I think they've just forgotten about it  ,,general-chat
2022-08-01T09:45:36.215000+00:00,398956609532985345,FlukeOmen,"It's technically beta, but it's been beta for like 2 years and works perfectly",,general-chat
2022-08-01T09:45:33.288000+00:00,160521135363063809,Jord,Oooooo,,general-chat
2022-08-01T09:45:20.638000+00:00,398956609532985345,FlukeOmen,"Tap ""Dark mode"" 10 times",,general-chat
2022-08-01T09:45:08.072000+00:00,398956609532985345,FlukeOmen,"Nope, just the normal default app",Jord,general-chat
2022-08-01T09:44:58.711000+00:00,620231365199265793,battlebot579,"James has said that they want to try and make sure if you got invited this time you also get invited next time, but they aren't sure how just yet",lucianwhite,feedback-and-bugs
2022-08-01T09:44:57.246000+00:00,652604052873412609,PorterEva,why doesn't the Discord PC app have AMOLED?,,general-chat
2022-08-01T09:44:55.401000+00:00,160521135363063809,Jord,Better discord ?,,general-chat
2022-08-01T09:44:36.240000+00:00,398956609532985345,FlukeOmen, ,,general-chat
2022-08-01T09:44:32.785000+00:00,398956609532985345,FlukeOmen,Solid black!,,general-chat
2022-08-01T09:44:31.023000+00:00,342050621043638284,lucianwhite,Got a couple of crashes and lag issues but mainly early on in the trail. It stopped a couple days in. Would say there was a heat issue 100% and wouldn't advice charging whilst playing,,feedback-and-bugs
2022-08-01T09:44:08.326000+00:00,160521135363063809,Jord,Hes a 10 but he uses light mode,,general-chat
2022-08-01T09:43:55.845000+00:00,325524092809773056,CuzitoLGD,Weak light mode >>>,FlukeOmen,general-chat
2022-08-01T09:42:59.263000+00:00,620231365199265793,battlebot579,"some time next year at a guess, but nobody knows",Kill_The_Dead,ask-the-team
2022-08-01T09:42:55.480000+00:00,160521135363063809,Jord,https://tenor.com/view/elmo-burning-burn-hell-red-gif-4977777,,general-chat
2022-08-01T09:42:52.044000+00:00,640552808864546828,LukeD,"We're not sure right now, but I would say keep an eye on their official twitter page 🙂",Kill_The_Dead,ask-the-team
2022-08-01T09:42:35.746000+00:00,342050621043638284,lucianwhite,"Absolute beast of a game. Feels like a new era of mobile gaming. Initially we had the likes of battlegrounds and call of duty but THIS is on another level. Perfect loot system (but definitely need to look into the rarity drop rate, getting grey loot for dropping a gold enemy), great incentives with daily and weekly tasks and graphics are awesome, especially for mobile, this makes me more likely to pick up and play rather than getting bored quickly like cod. There could be some improvements made for leveling up mobs and easily switching them between weapons and hardware and more advice and help in weapon building as I really didn't get into it and found it a bit pointless when completing missions in heroic mode as you tend to get the best loot. Some sort of incentive other than an achievement, like much better odds in getting a strong weapon (this may be the case already but it wasn't very clear to me). It was coming to the end of the trial until I started looking into it. All in all this alpha was great. With the instalment of the dark zone and more PvP will make this game miles ahead of anything else I've played on mobile. Very much looking forward to the new trail (if I get invited 😁)",,feedback-and-bugs
2022-08-01T09:42:30.920000+00:00,398956609532985345,FlukeOmen,"Geez you're rocking Light theme while I'm using the Amoled black theme and it's light and day, why burn your retinas like that 😭",CuzitoLGD,general-chat
2022-08-01T09:42:28.504000+00:00,663846128495624212,Kill_The_Dead,"Is this was a fun experience, when is the full release going to be?",,ask-the-team
2022-08-01T09:42:10.956000+00:00,267707651318743041,Siren Eversong,"Hopefully the testers will be kept for future releases. Sad I couldn't get my S20 to work, but maybe, just maybe I can help further along",,feedback-and-bugs
2022-08-01T09:42:09.282000+00:00,652604052873412609,PorterEva,because emulators aren't perfect and there are people that don't know the true way of PCMR,,general-chat
2022-08-01T09:41:50.431000+00:00,160521135363063809,Jord,Its the PCMR way,,general-chat
2022-08-01T09:41:47.430000+00:00,640552808864546828,LukeD,Why not zoidberg?,,general-chat
2022-08-01T09:41:40.253000+00:00,160521135363063809,Jord,Why have console when everything can be emulated 😂,,general-chat
2022-08-01T09:41:26.298000+00:00,640552808864546828,LukeD,/s,,general-chat
2022-08-01T09:41:19.592000+00:00,640552808864546828,LukeD,JuSt BuY a CoNsOlE tHey BeTtR,,general-chat
2022-08-01T09:41:03.159000+00:00,160521135363063809,Jord,Theres ps3 and xbox 360 emus now,,general-chat
2022-08-01T09:40:52.436000+00:00,160521135363063809,Jord,Emulate it 😉,,general-chat
2022-08-01T09:40:27.009000+00:00,652604052873412609,PorterEva,only on Console sadly lol,,general-chat
2022-08-01T09:40:13.116000+00:00,652604052873412609,PorterEva,can't forget the OG Grand Theft Horse 1,,general-chat
2022-08-01T09:39:32.501000+00:00,640552808864546828,LukeD,My favourite grand thefts,,general-chat
2022-08-01T09:39:30.311000+00:00,160521135363063809,Jord,🤮,,general-chat
2022-08-01T09:39:23.917000+00:00,640552808864546828,LukeD,"""Grand Theft Horse 2""",PorterEva,general-chat
2022-08-01T09:39:21.598000+00:00,652604052873412609,PorterEva,i already got one that desktop shamed me when it was clean,,general-chat
2022-08-01T09:39:05.576000+00:00,652604052873412609,PorterEva,nah lol,,general-chat
2022-08-01T09:38:53.239000+00:00,160521135363063809,Jord,Clean your desktop,,general-chat
2022-08-01T09:38:38.692000+00:00,160521135363063809,Jord,Bruh 😂,,general-chat
2022-08-01T09:38:27.306000+00:00,652604052873412609,PorterEva,y'all are weak with the power of light mode,,general-chat
2022-08-01T09:34:55.222000+00:00,325524092809773056,CuzitoLGD,Weak,Pokeféan,general-chat
2022-08-01T09:34:38.310000+00:00,946460975815610428,Pokeféan,Please do not dude,CuzitoLGD,general-chat
2022-08-01T09:32:47.016000+00:00,615969175864868877,Riggy Gaming,lol,,general-chat
2022-08-01T09:32:37.668000+00:00,325524092809773056,CuzitoLGD,Is better at 2am,,general-chat
2022-08-01T09:32:34.070000+00:00,620231365199265793,battlebot579,I will probably only play controller so I will remove the buttons altogether,,general-chat
2022-08-01T09:32:31.065000+00:00,325524092809773056,CuzitoLGD,Typical discord user,Riggy Gaming,general-chat
2022-08-01T09:32:27.698000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-08-01T09:32:23.647000+00:00,640552808864546828,LukeD,"I was gonna post this, you were faster lol",Riggy Gaming,general-chat
2022-08-01T09:32:08.918000+00:00,615969175864868877,Riggy Gaming,https://tenor.com/view/reaction-my-eyes-cant-unsee-burn-gif-7225082,,general-chat
2022-08-01T09:32:07.516000+00:00,325524092809773056,CuzitoLGD,🧢,Riggy Gaming,general-chat
2022-08-01T09:31:57.609000+00:00,325524092809773056,CuzitoLGD,,,general-chat
2022-08-01T09:31:52.610000+00:00,615969175864868877,Riggy Gaming,Absolutely shambolic,CuzitoLGD,general-chat
2022-08-01T09:31:19.848000+00:00,890141530998841344,Raiden Sano,Same 🙂,PorterEva,general-chat
2022-08-01T09:31:19.152000+00:00,652604052873412609,PorterEva,hot take above,,general-chat
2022-08-01T09:31:13.757000+00:00,620231365199265793,battlebot579,"Hopefully you an play the next test, I am waiting to be able to play myself",mohammad yt,feedback-and-bugs
2022-08-01T09:31:05.971000+00:00,325524092809773056,CuzitoLGD,Discord light mode>>>>,,general-chat
2022-08-01T09:31:04.087000+00:00,277844374304587777,Lauschefein,"First off, it's a great game already and will be a great addition to The Division.  Nevertheless, there are a few bugs that I noticed at the beginning when you have to cut the wires of the bomb, that didn't work so well for me on my cell phone, maybe you can change something about the use or the control.  Then I had to deal with a lot of game crashes and the turret didn't always line up and aiming with the grenade launcher there you couldn't see the enemies clearly.  Otherwise I had to struggle with performance problems, but that's why it's an alpha.  Thanks for the great experience",,feedback-and-bugs
2022-08-01T09:30:55.242000+00:00,652604052873412609,PorterEva,i just make the opacity so damn low that i can still see the button but also see-through in case i need to switch mid-game,,general-chat
2022-08-01T09:30:41.636000+00:00,334775600319299584,mohammad yt,😇,,feedback-and-bugs
2022-08-01T09:30:38.049000+00:00,640552808864546828,LukeD,,,general-chat
2022-08-01T09:30:35.606000+00:00,334775600319299584,mohammad yt,"Ikr, that's why i want the next test to test out, its realme 7 pro.",battlebot579,feedback-and-bugs
2022-08-01T09:30:28.061000+00:00,250263259985346560,Clem,Sorry not feedback here because game not compatible,,feedback-and-bugs
2022-08-01T09:30:24.557000+00:00,422155925009203200,Revectane,same,CuzitoLGD,general-chat
2022-08-01T09:30:18.006000+00:00,325524092809773056,CuzitoLGD,I hope my device is compatible,,general-chat
2022-08-01T09:30:14.114000+00:00,620231365199265793,battlebot579,The first alpha testing phase has concluded now,mohammad yt,feedback-and-bugs
2022-08-01T09:30:06.885000+00:00,638388240369451047,dangerous614,Love the game just wish I could have play with out the heat and crash problem on my s20 fe 5g,,feedback-and-bugs
2022-08-01T09:30:05.091000+00:00,615969175864868877,Riggy Gaming,🤣,,general-chat
2022-08-01T09:30:01.866000+00:00,640552808864546828,LukeD,All hail the beard,,general-chat
2022-08-01T09:30:00.689000+00:00,615969175864868877,Riggy Gaming,Lol,,general-chat
2022-08-01T09:29:56.606000+00:00,640552808864546828,LukeD,The beardy one has spoken.,,general-chat
2022-08-01T09:29:55.878000+00:00,890141530998841344,Raiden Sano,"To be able to enjoy the most of the beautiful visuals while playing with a controller.But that's not really to recommend. For example, whilst playing codm I prefer to play with my Xbox controller (lousy fingers when it comes to touchscreens) but sometimes the bluetooth connection is acting up or there's temporarily a minor bug in the game that won't recognise that a controller is connected (it only happens once the match starts but works fine in the menu).",PorterEva,general-chat
2022-08-01T09:29:54.154000+00:00,334775600319299584,mohammad yt,Game not compatible,,feedback-and-bugs
2022-08-01T09:29:50.851000+00:00,422155925009203200,Revectane,nice,,general-chat
2022-08-01T09:29:50.119000+00:00,101775343018332160,Curried-Cat,"Perfect. Oddly the sticks and buttons that did work, worked really well.Found it rather hard using the touch screen but looking forward to the controller support.",LukeD,feedback-and-bugs
2022-08-01T09:29:45.394000+00:00,652604052873412609,PorterEva,epik,,general-chat
2022-08-01T09:29:41.846000+00:00,615969175864868877,Riggy Gaming,Epik,,general-chat
2022-08-01T09:29:37.200000+00:00,758243759543549973,Ubi-James,yep that's the goal for the team right now - we want to automatically include all previous invitees in future tests. We'll have to wait and see if that's possible.,,general-chat
2022-08-01T09:29:36.364000+00:00,652604052873412609,PorterEva,beard man is giving us some holy words of hope,,general-chat
2022-08-01T09:29:13.480000+00:00,620231365199265793,battlebot579,unless james is about to tell us...,,general-chat
2022-08-01T09:29:12.324000+00:00,325524092809773056,CuzitoLGD, ,,general-chat
2022-08-01T09:29:03.586000+00:00,620231365199265793,battlebot579,but this is the first one so we dont really know tbh,,general-chat
2022-08-01T09:28:45.891000+00:00,620231365199265793,battlebot579,hopefully you are 💯,,general-chat
2022-08-01T09:28:35.199000+00:00,620231365199265793,battlebot579,we think,PorterEva,general-chat
2022-08-01T09:28:25.264000+00:00,620231365199265793,battlebot579,"I dont think it was meant for regular players tbf, but I have a plan",CuzitoLGD,general-chat
2022-08-01T09:28:22.136000+00:00,652604052873412609,PorterEva,you're automaticlly in line for future tests,,general-chat
2022-08-01T09:28:02.579000+00:00,640552808864546828,LukeD,"Controllers aren't actually supported right now, but should be for the full public release 🙂 But thanks for letting us know",Curried-Cat,feedback-and-bugs
2022-08-01T09:27:52.721000+00:00,325524092809773056,CuzitoLGD,How can I get into the starplayer I want turquoise  ,battlebot579,general-chat
2022-08-01T09:27:47.765000+00:00,620231365199265793,battlebot579,theres 3 so presumably get rid of one you dont use for more space,PorterEva,general-chat
2022-08-01T09:27:44.159000+00:00,195410485464530944,gambra,If we're in this beta do we get access to future betas as well?,,general-chat
2022-08-01T09:27:34.854000+00:00,310805635727884288,Kheios,"if you go into melé rank, you can only still firing your weapon?",,ask-the-team
2022-08-01T09:27:31.016000+00:00,398956609532985345,FlukeOmen,"I played the test with my controller for the most part, worked well, would be nice to hide the controls UI when official support is added for sure",,general-chat
2022-08-01T09:27:07.823000+00:00,310805635727884288,Kheios,"hi, isn't there a ""melé button""?",,ask-the-team
2022-08-01T09:27:05.218000+00:00,398956609532985345,FlukeOmen,"I mean on this case he's talking about if you've got a controller active, so that's one reason lol",PorterEva,general-chat
2022-08-01T09:26:52.162000+00:00,101775343018332160,Curried-Cat,AYN Odin. Controller face buttons and analog sticks work however the trigger buttons or M1/2 don't which is annoying. Runs well apart from that.,,feedback-and-bugs
2022-08-01T09:26:43.368000+00:00,652604052873412609,PorterEva,but hipfire is cancer right now.most can't move while hipfiring due to the position and if you move it to the right side you can't move the camera,,general-chat
2022-08-01T09:26:38.954000+00:00,385450008918491147,null0x,Galaxy z fold 3 played very well .. love the game !! Thanks for the opportunity 🙏,,feedback-and-bugs
2022-08-01T09:25:42.412000+00:00,325524092809773056,CuzitoLGD,So you don't have to aim,PorterEva,general-chat
2022-08-01T09:24:05.264000+00:00,493002475515805698,Sir Barett,Overall i think the game is in a good way but hopefully you can get rid of the phone overheating issue 🙂,,feedback-and-bugs
2022-08-01T09:21:46.096000+00:00,652604052873412609,PorterEva,why do i want to hide the aim button? 🤔,,general-chat
2022-08-01T08:58:23.378000+00:00,620231365199265793,battlebot579,"I think we all blinked and missed it, if you have a controller you might be able to get rid of all of the buttonsTheres no official controller support so not yet but it would be an achievable goal for the developers to do as they have already put in a way to hide certain buttons",,general-chat
2022-08-01T08:40:03.999000+00:00,640552808864546828,LukeD,Most of my job at the moment is pretty chill,,general-chat
2022-08-01T08:39:51.321000+00:00,640552808864546828,LukeD,Nah don't need any of that. Just respond to queries every now and then when they come my way,,general-chat
2022-08-01T08:39:22.946000+00:00,160521135363063809,Jord,Have a macro running too so they think youre constantly doing stuff,,general-chat
2022-08-01T08:38:56.887000+00:00,160521135363063809,Jord,Niceeeee 😁,,general-chat
2022-08-01T08:38:44.578000+00:00,640552808864546828,LukeD,"Work laptop for the win, pop it on charge and leave it be lol",Jord,general-chat
2022-08-01T08:38:08.068000+00:00,160521135363063809,Jord,Get that multiscreen set up with console on one and your work on the other 😉,LukeD,general-chat
2022-08-01T08:32:23.801000+00:00,640552808864546828,LukeD,Yeah I'm good thank you 🙂 Today is a work from home day so I can chill 🙂,,general-chat
2022-08-01T08:31:22.735000+00:00,915624687919304854,danju92,"All great, rested. You? 😄",LukeD,general-chat
2022-08-01T08:25:40.229000+00:00,401536937078423552,Ghoul,Sad.. Was enjoying the game and the the servers went down 😢  ,,general-chat
2022-08-01T08:24:28.094000+00:00,640552808864546828,LukeD,Good morning Danju 🙂 How are you folks on this fine Monday morning?,,general-chat
2022-08-01T08:24:08.188000+00:00,401536937078423552,Ghoul,Mornin',danju92,general-chat
2022-08-01T08:20:00.554000+00:00,615969175864868877,Riggy Gaming,Morning 👋,,general-chat
2022-08-01T08:16:39.645000+00:00,915624687919304854,danju92,Morning guys 🙂,,general-chat
2022-08-01T08:06:14.420000+00:00,510888077863026708,SQ,indeed❤️,,general-chat
2022-08-01T08:01:08.327000+00:00,640552808864546828,LukeD,"I know I know lol, just amusing. Spent so much time on it and never stopped to look at your own, a true hero",,general-chat
2022-08-01T07:59:57.274000+00:00,620231365199265793,battlebot579,"I am not a very technical person, I know what cpu ram motherboard are, and where some of them would fit but not about specs and whatever (I like taking things to bits so I completely dismantled an old computer)I have a ps4 and 5 (and actually a ps3 but I dont use it) so all of that faff is handled by sonyThe main issues was people on the list but not having access, I never bothered to find out my own as mine wasn't on it",LukeD,general-chat
2022-08-01T07:55:49.137000+00:00,640552808864546828,LukeD,"The irony that battlebot doesn't even know what chipset he has, but has been working tirelessly to explain the chipset problem to people joining this server lol",,general-chat
2022-08-01T07:50:15.775000+00:00,620231365199265793,battlebot579,its the chipset I think thats what you were after,,general-chat
2022-08-01T07:49:48.008000+00:00,620231365199265793,battlebot579,this thing?,,general-chat
2022-08-01T07:49:37.590000+00:00,620231365199265793,battlebot579,,,general-chat
2022-08-01T07:48:55.755000+00:00,992843438988996748,Frays,cpu-z afaik,,general-chat
2022-08-01T07:48:52.041000+00:00,620231365199265793,battlebot579,dis?,SQ,general-chat
2022-08-01T07:47:31.344000+00:00,510888077863026708,SQ,😆,,general-chat
2022-08-01T07:47:17.589000+00:00,620231365199265793,battlebot579,😂,,general-chat
2022-08-01T07:47:11.014000+00:00,620231365199265793,battlebot579,What app am I downloading to find this out I forgor bc that was like last weeks trend,,general-chat
2022-08-01T07:46:45.994000+00:00,620231365199265793,battlebot579,No clue 😂,SQ,general-chat
2022-08-01T07:46:20.513000+00:00,510888077863026708,SQ,your device is using the Snapdragon Emmm 690 right?,battlebot579,general-chat
2022-08-01T07:45:59.516000+00:00,999714299746463814,TitoMia,"I loved the game, glad to be part of the beta, I can't wait for play full. Thanks  ",,general-chat
2022-08-01T07:42:29.449000+00:00,620231365199265793,battlebot579,I havent even played it and I want just to hear more 😂 Pls let me play healer build is soo op lol,irahys,general-chat
2022-08-01T07:31:03.296000+00:00,591557745598005258,CiccioGentile,We want more. Please!!!,,general-chat
2022-08-01T07:30:44.976000+00:00,415981446692601856,irahys,I loved the game i'm very exiting to play it again. For a mobile game you're doing great job! I want more!,,general-chat
2022-08-01T07:30:43.517000+00:00,415981446692601856,irahys,https://tenor.com/view/toad-hype-overload-overload-gif-7868864,,general-chat
2022-08-01T07:28:09.546000+00:00,415981446692601856,irahys,"Greeting,I loved that alpha bug i had some many crash and lags on my phone. (Samsung galaxy S20 FE 5G).",,feedback-and-bugs
2022-08-01T07:28:00.089000+00:00,620231365199265793,battlebot579,you need to uninstall yes,AdminMas7er,ask-the-team
2022-08-01T07:27:56.609000+00:00,117692762400358402,AdminMas7er,*safe,,ask-the-team
2022-08-01T07:27:41.988000+00:00,117692762400358402,AdminMas7er,Are we aafe to uninstall?,,ask-the-team
2022-08-01T06:49:58.426000+00:00,620231365199265793,battlebot579,💯,,feedback-and-bugs
2022-08-01T05:52:32.327000+00:00,251362158351351809,Snakeules,Thank u all for lettin me to be a part of the test. I didnt play much but what I saw and experienced so far is great. Looking foward for more.,,general-chat
2022-08-01T05:27:12.737000+00:00,998402506788962465,Foxsi,Glad to know you loved it. 🙂,,general-chat
2022-08-01T05:23:13.015000+00:00,335853450787160064,theretrogeneration,Really loved it such a great game hope they release another trial soon,,general-chat
2022-08-01T04:56:22.078000+00:00,205748172360908812,Taskman,It was really well done so far. Few bugs (expected for early alpha) but overall really good compared to some tests I've been in.Lookin forward to future tests and trying to find bugs if it doesn't crash due to overheating the phone 😉,,general-chat
2022-08-01T03:50:09.605000+00:00,748753957408604190,Lunun,"so yea, sooner or later, there will probably also be a closed or even an open beta",,general-chat
2022-08-01T03:49:47.383000+00:00,748753957408604190,Lunun,there will probably be multiple Closed Alphas and stuff like that.,AVGamingcouple,general-chat
